,,,,,Data Analytics,-Indian Stock Market Top 2000,,,,,,,,
Name,Ticker,Sub-Sector,Market Cap,Close Price,PE Ratio,Return on Equity,Return on Assets,Net Proﬁt Margin,5Y Avg EBITDA Margin,EBITDA Margin,1Y Return vs Nifty,5Y CAGR,Debt to Equity,Long Term Debt to Equity
Marathon Nextgen Realty Ltd,MARATHON,Real Estate,476.79,104.15,31.36776316,2.076687138,0.916706371,6.81156173,47.14571625,36.44633654,44.3789059,-4.45156276321583,56.18413307,47.91707548
Tribhovandas Bhimji Zaveri Ltd,TBZ,"Precious Metals, Jewellery & Watches",475.789178,73.85,10.99582108,8.622785516,3.225770379,3.179723841,6.204458008,10.14248866,-4.45854039451436,-0.241970843318839,83.70371787,9.675260098
Seacoast Shipping Services Ltd,SEACOAST,,473.028375,13.82,42.57681143,45.81443299,14.58962574,4.569008061,5.838980153,6.485441684,-15.296417971998,,45.5654102,1.241685144
D P Wires Ltd,DPWIRES,Iron & Steel,472.91264,335.7,19.63922924,21.76428055,17.2684571,5.131592968,7.793404631,7.614278103,183.0991089,,6.277515082,2.315343225
Anuh Pharma Ltd,ANUHPHR,Pharmaceuticals,472.55616,92.9,16.62174323,16.11403956,8.627962733,6.424858757,11.33706615,12.57853107,-22.2603681963421,-1.57017163547007,7.1754524,0
Sahyadri Industries Ltd,SAHYADRI,Cement,471.95564,495.85,7.6492,28.689668,17.96450772,12.91821951,20.67112675,20.41790545,55.92206323,36.93126446,19.07870578,0.497776327
Systematix Corporate Services Ltd,SYSTMTXC,Diversiﬁed Financials,470.858859,342,356.7112568,1.729446446,0.855254633,2.367713004,9.24307334,3.802690583,115.5301,86.27357618,46.30541872,29.58257713
Voith Paper Fabrics India Ltd,VOITHPAPR,Textiles,470.468335,1075.05,17.37969468,10.97840414,10.00979903,21.42800602,33.38745909,34.28322647,-17.3797437702632,12.19238391,0,0
Birla Cable Ltd,BIRLACABLE,Telecom Equipments,469.8,158.3,57.29268293,5.060166615,2.74605673,2.482215832,10.31142839,8.17314969,130.0909836,32.71405352,41.46515359,10.0825857
Indian Infotech and Software Ltd,INDINFO,Consumer Finance,468.6069517,4.44,-41.2506119427817,-4.82859753894544,-4.81417129296097,-102.712477396022,58.56899162,-9.40325497287522,790.0236969,73.79808536,0.131050149,0
Sat Industries Ltd,SATINDLTD,Commodities Trading,466.475625,41.35,53.18992303,5.258739581,2.955001095,4.275962945,13.64756777,12.9985373,120.1869623,10.67645328,42.37307939,21.28877724
Muthoot Capital Services Ltd,MUTHOOTCAP,Diversiﬁed Financials,466.2875606,279.75,9.061165188,9.646187731,1.880480242,10.18929194,18.72226558,14.01869159,-42.9806129861112,3.269710811,347.5043337,168.7974695
Menon Bearings Ltd,MENONBE,Auto Parts,463.4508,81.5,24.6385327,20.12733401,12.36442516,12.46520875,24.92438079,23.81047051,30.74809481,3.088901945,29.55121062,13.12936886
Transformers and Rectiﬁers (India) Ltd,TRIL,Heavy Electrical Equipments,461.3231028,34.1,65.34321569,2.036812648,0.759924223,0.939229459,9.869453137,10.38473819,82.73506721,-3.386363929824,75.15210374,19.44928447
Magadh Sugar & Energy Ltd,MAGADSUGAR,Sugar,460.1621777,335.85,16.99897221,4.94903789,1.82040712,2.836931461,15.7821893,12.24062042,207.6120913,,113.1679937,15.07782799
Kaya Ltd,KAYA,Wellness Services,458.1576714,361.3,-12.0536088232044,-55.424321959755,-9.78592484842242,-13.1177526228603,7.161955114,14.39812258,11.47893158,-13.0935681054262,292.1786691,213.9653601
Munjal Auto Industries Ltd,MUNJALAU,Auto Parts,458,46.65,22.20067862,6.625451626,2.440871283,0.964149347,5.877888368,4.104294507,-35.7369949287828,-0.990252952433768,34.59974548,24.58950244
Kkalpana Industries (India) Ltd,KKALPANAIND,Specialty Chemicals,456.7240752,55.55,19.1498564,6.690323576,3.084942634,1.522191445,5.479801039,5.109712666,134.1264732,12.08587411,29.56157756,6.270555299
PREVEST DENPRO LTD,PREVEST,,456.114,370,61.30564516,39.09616395,28.73696408,24.75873544,,33.57737105,-16.098752034726,,6.10989011,6.10989011
Hercules Hoists Ltd,HERCULES,Industrial Machinery,453.28,139.75,58.33719434,1.868596989,1.770637498,8.944399678,16.4960993,14.3317601,6.81241771,-1.5561175849819,0.028317152,0.014158576
Aditya BSL Nifty 50 ETF,BSLNIFTY,Equity,451.3980947,19.03,,,,,,,1.537398055,14.68959951,,
MSP Steel & Power Ltd,MSPL,Iron & Steel,450.93555,11.55,92.2158589,0.82411332,0.300979568,0.28363282,8.049403633,8.306555456,36.88138042,-1.64699089332645,129.2963738,91.65878857
DCM Nouvelle Ltd,DCMNVL,Textiles,445.2775362,236.95,14.58969647,18.07093374,7.958382769,5.363042103,,11.50277641,160.2277786,,89.86207646,13.65117289
Kothari Products Ltd,KOTHARIPRO,Commodities Trading,444.6735885,150.6,-7.89688489611084,-4.91427723644994,-2.07888387822044,-1.76364467774569,2.209400501,-0.238347291735826,115.2376535,-5.42107377004387,91.51568162,36.43008872
Axtel Industries Ltd,AXTEL,Industrial Machinery,444.580096,276.7,20.88210878,33.69470602,20.14953625,13.6012266,17.10377918,20.55197087,-22.9651269926526,33.09589326,0.882723834,0.462379151
Coastal Corporation Ltd,COASTCORP,Packaged Foods & Meats,443.641722,384.65,24.09786649,11.54376724,6.051044389,3.819977591,8.483674357,7.046520314,104.078695,109.9141692,78.79046481,9.057290778
Fredun Pharmaceuticals Ltd,FREDUN,Pharmaceuticals,443.1091575,1018.45,220.4523172,4.763597583,1.326776461,1.485697391,8.911484449,7.081085077,107.9826561,75.59897458,92.03622011,67.58764801
Om Infra Ltd,OMINFRAL,Construction & Engineering,442.0344833,44.65,40.40534582,1.76537034,0.961069651,4.386527666,23.91258878,23.00721732,80.59728321,2.275053066,21.03381952,6.284661003
N R Agarwal Industries Ltd,NRAIL,Paper Products,440.79469,265.85,7.702161279,12.78482709,6.364617044,4.959272097,13.97890278,12.21403813,-10.4350000474446,,35.37460651,9.66841553
Vaarad Ventures Ltd,VAARAD,Conglomerates,439.82928,17.95,-1516.65268965517,-1.23588323034306,-0.655293187210485,-966.666666666667,-116.199677938808,-566.666666666667,378.3916061,2.78033342,14.59227468,14.59227468
Trigyn Technologies Ltd,TRIGYN,IT Services & Consulting,439.7742388,143.8,7.074875141,11.70985334,9.557122101,6.291115924,9.313825263,9.596583203,97.8893432,5.447593961,1.818540151,0.999749167
Gayatri Projects Ltd,GAYAPROJ,Construction & Engineering,436.1729361,22.7,10.12002172,4.625555389,0.750682102,1.102851806,12.56999375,11.33532068,-44.8271664774262,-30.3207346968485,222.7385735,44.79423458
Shyam Century Ferrous Ltd,SHYAMCENT,Iron & Steel,435.4590604,19.15,154.9676372,2.084801721,1.859203388,2.070896897,9.704738253,2.977374899,252.1704787,17.63863335,4.296246081,0.677908652
Bharat Wire Ropes Ltd,BHARATWIRE,Iron & Steel,432.9339495,67.45,-25.7852262974985,-7.08125092258705,-2.24038429462588,-6.6977820328706,13.340925,13.14424765,58.19065365,-4.38458783310645,62.94466403,49.25774428
Goodricke Group Ltd,GOODRICKE,Tea & Coﬀee,432.432,203.25,22.16463352,6.289997582,3.040598457,2.16414682,7.07059934,6.064269947,-25.8256008022143,-5.17113574448701,25.52845019,9.67964175
Jaypee Infratech Ltd,JPINFRATEC,Construction & Engineering,430.5693841,3.15,-0.219297842553733,,-8.16649093363114,-244.149319804024,-62.8407006589539,31.0614539,74.81033887,-20.8649461349401,,
Zee Learn Ltd,ZEELEARN,Education Services,430.442397,13.25,-48.9695559726962,-1.40927492083851,-0.587270461765621,-2.80427500398788,34.27046634,31.71797735,5.460880993,-22.9207671803082,72.26544697,47.62679862
J C T Ltd,JCTLTD,Textiles,429.8246439,4.74,29.2397717,4.470734934,1.737198502,2.209330287,5.639627488,11.31417578,410.5679146,0.08460249,56.52889163,20.37836726
Ram Ratna Wires Ltd,RAMRAT,Cables,429.33,195.75,28.85282258,7.549850322,2.507562289,0.972561733,5.301532476,4.224238225,119.4608148,11.76429532,172.8278571,50.75198774
Sayaji Hotels Ltd,SAYAJIHOTL,"Hotels, Resorts & Cruise Lines",427.26402,235.15,-8.36952047012733,-49.053521668108,-14.8416263282601,-56.1297416162727,11.76216198,-9.0929081913139,-16.098752034726,3.815469971,54.39072521,35.77536589
Monarch Networth Capital Ltd,MONARCH,Investment Banking & Brokerage,426.9308725,197.55,17.54029879,25.63049545,5.529807343,23.61272798,21.31059684,34.66239814,213.151248,36.32924004,3.301493091,2.587406102
Suyog Telematics Ltd,SUYOG,Construction & Engineering,425.166144,389.85,17.43198622,18.02460925,8.735673352,18.12978518,47.77284949,50.7842117,-16.8497703646649,-2.57429112617487,65.1358885,43.69337979
Future Enterprises Ltd,FEL,Conglomerates,424.9114255,7.9,-0.378779829981547,-31.6910868376856,-8.15211407829166,-69.4955364610114,24.65819117,22.27432954,-24.2382869184469,-21.7917324833892,245.0395978,136.1079684
Future Enterprises Ltd - DVR,FELDVR,Conglomerates,424.9114255,18.05,-0.371004475224832,,,-72.0006538084341,,21.12555637,51.80822471,-7.14589621387347,,
Andhra Cements Ltd,ANDHRACEMT,Cement,424.1371109,14.2,-2.0684570150695,,-21.1146865748488,-13229.0322580645,-354.951190252315,-1793.54838709677,124.5792141,8.950523747,,
TVS Electronics Ltd,TVSELECT,Technology Hardware,422.4297027,222.95,548.6100035,0.948217474,0.442477876,0.339715874,2.310494288,4.68102003,46.282894,5.616244925,8.155031177,4.303704609
Munjal Showa Ltd,MUNJALSHOW,Auto Parts,421.94725,107.55,16.14800038,4.102201813,3.344532975,2.355433362,6.655011262,4.327759499,-42.4847889957116,-12.7411608771709,0,0
Hitech Corporation Ltd,HITECHCORP,Packaging,421.491678,248.3,24.86676566,9.168109044,4.49506736,3.7320827,12.57192804,15.6703437,92.99598481,9.064681413,81.23901582,36.2258348
Vardhman Acrylics Ltd,VARDHACRLC,Textiles,421.106029,51.9,9.815991353,11.38248053,9.142930213,14.51481933,15.90449398,21.33238598,20.12172041,1.239387072,0.090368251,0
PTL Enterprises Ltd,PTL,Tires & Rubber,420.296975,32.35,6.001670356,13.43539862,9.295503567,70.07204323,92.98217748,94.21652992,-33.4678452658882,-28.2226666002528,8.084320148,7.561938356
Nath Bio-Genes (I) Ltd,NATHBIOGEN,Agro Products,420.17844,227.65,7.55037628,9.505670948,7.32506713,17.99631342,20.12337599,22.12915953,-45.4877098511031,8.636331715,15.74673472,0.105989205
Kwality Pharmaceuticals Ltd,KPL,Pharmaceuticals,419.7690901,424.75,27.68925396,28.92301822,10.14148577,5.751138088,10.60358283,11.55159332,699.160365,34.63948163,68.87738055,30.52121617
Shri Dinesh Mills Ltd,SHRIDINE,Textiles,419.4835918,750,42.71727004,8.764335758,6.926223727,12.4366768,11.9539404,23.29027356,98.49352264,40.29313994,4.481745699,1.376416282
Khadim India Ltd,KHADIM,Footwear,419.2310946,230.8,-12.723250216085,-15.1738429656919,-4.95887669026961,-5.11439480954894,7.965559903,3.551361252,35.24551026,87.34718023,121.5733134,67.98108041
Sreeleathers Ltd,SREEL,Footwear,419.1057172,179.05,37.5879567,3.496996973,3.334729035,13.30390168,22.96963652,19.9618184,7.384006586,6.884736388,0.955627051,0.923772816
Linc Ltd,LINC,Stationery,417.8370156,292.85,10445.92539,0.029447491,0.017945267,0.015378109,7.85398372,4.46734074,77.97016778,2.646092399,6.844840386,0.304380104
Advani Hotels and Resorts (India) Ltd,ADVANIHOTR,"Hotels, Resorts & Cruise Lines",416.897635,91.45,-102.180792892157,-9.01358665635701,-6.18041354237674,-14.4783534421576,19.79069829,-7.02625975869411,35.43397373,10.28631315,2.474560592,0.832562442
Indo Borax and Chemicals Ltd,INDOBORAX,,416.36775,130,12.15317426,22.02153302,20.23029229,23.18154138,22.21782382,32.28229244,102.2051942,37.13923157,0,0
Reliance Capital Ltd,RELCAPITAL,Diversiﬁed Financials,415.5852328,15.75,-0.0441923897075712,,-14.5061895029116,-48.7051999171328,-13.8902642988758,-46.6594157862026,27.08306615,-51.686883562827,,
Sanmit Infra Ltd,SANINFRA,Real Estate,415.5834375,370.45,229.6041091,12.51728907,7.862728063,2.097334878,1.703900178,3.545770568,212.3143685,132.5233757,22.95180723,22.95180723
Hi-Tech Gears Ltd,HITECHGEAR,Auto Parts,415.33584,218.2,14.43642127,9.63867531,3.362022121,3.805404547,13.65561101,13.27460551,0.992742465,-5.88486875442212,133.1732868,103.326682
Foods and Inns Ltd,FOODSIN,FMCG - Foods,414.7872624,88.15,105.5438327,2.172470978,0.927893469,1.03033322,14.27409135,9.016071101,41.73473051,-26.1020373667508,89.69145613,6.866882227
Gandhi Special Tubes Ltd,GANDHITUBE,Auto Parts,414.26168,349.75,11.45635177,22.70501067,20.42360915,30.2189537,39.56824119,42.57061675,17.47008509,0.629291967,0,0
DIGJAM Ltd,DIGJAMLMTD,Textiles,414,196.65,46.30872483,22.29148485,5.470734021,9.98436453,-367.495161084834,12.95510386,3938.540423,76.13561994,73.07692308,36.53846154
Pondy Oxides and Chemicals Ltd,PONDYOXIDE,Commodity Chemicals,413.5515485,730.15,38.39847247,6.908939282,4.000965878,1.068887147,5.296643115,2.737224466,221.7772313,14.62441829,90.19960327,12.1869576
Hindustan Composites Ltd,HINDCOMPOS,Auto Parts,413.458155,279.9,20.96643788,2.499302933,2.229193161,10.33705509,16.14404791,17.08339886,-14.4093787377233,-11.9430484761754,0.051407589,0.004895961
Innovana Thinklabs Ltd,INNOVANA,Software Services,408.975,399,26.28374036,26.75608288,11.98305737,25.6723313,30.50950686,33.2123412,356.6500631,104.8906421,1.219145093,0.842865744
HPL Electric & Power Ltd,HPL,Electrical Components & Equipments,408.951091,62.85,40.97706322,1.293290569,0.631731533,1.135174485,12.62065309,14.00086446,3.161210015,-9.72918375549904,72.72376295,3.464384531
,,,,,,,10,,,,,,,
Yamuna Syndicate Ltd,YSL,Commodities Trading,408.7631767,13000,3.521998765,12.65007384,12.59967323,68.25452835,61.5758513,68.97200659,-23.9557176937259,,0,0
Balaxi Pharmaceuticals Ltd,BALAXI,Health Care Equipment & Supplies,408.7,402.65,10.71859428,82.23875768,56.22235329,16.32556945,,19.22418222,-41.0964236375946,90.02680552,5.632502308,0
Vishwaraj Sugar Industries Ltd,VISHWARAJ,Sugar,408.4215,21.5,49.32626812,3.697749196,1.196471277,1.938792235,13.02695412,14.66270166,-38.7606225383231,,166.4793593,45.3210035
Xelpmoc Design and Tech Ltd,XELPMOC,IT Services & Consulting,406.9401977,276.25,99.49638085,7.864628401,6.632611692,26.92560895,-53.4593522890404,30.87557604,-13.8974941730908,,0,0
IND Swift Laboratories Ltd,INDSWFTLAB,Pharmaceuticals,405.0404253,67.75,-128.584262000004,-0.506406443419113,-0.170803454025399,-0.344623867664425,21.61934155,22.48479279,-27.7675916696673,13.7344051,166.6036923,146.5977263
Precot Ltd,PRECOT,Textiles,404.88,326.4,12.29143898,10.10770505,4.41087856,4.910261761,9.601392883,14.87836146,205.3192686,35.05258655,95.5213395,30.615889
Oswal Agro Mills Ltd,OSWALAGRO,Real Estate,404.0466758,28.65,17.4008043,2.985976711,2.926073177,45.07862551,31.69644651,22.24810716,155.465229,68.64794993,0.046877574,0.016470499
Max India Ltd,MAXIND,Hospitals & Diagnostic Centres,403.3969575,74.7,-7.59406923004518,-7.81877861022388,-5.25917162106639,-40.9939805525544,,-22.3877141534188,1.631744419,,22.17391304,16.35027557
Genus Paper & Boards Ltd,GENUSPAPER,Paper Products,401.1164664,15.4,52.16078887,2.12296055,1.578504424,2.682526947,9.652886061,9.334775177,86.53282691,25.73753098,16.56534122,7.60488553
Vintage Coﬀee and Beverages Ltd,VINCOFE,Investment Banking & Brokerage,399.6180129,58.7,4440.200144,2.8125,2.631578947,42.85714286,18.42445799,66.66666667,115.9170582,,4.923076923,4.923076923
Starlineps Enterprises Ltd,STARLENT,,399.4452,91.55,2349.677647,0.720949958,0.712041885,0.916936354,0.338516115,1.132686084,118.0444705,,0,0
Prakash Pipes Ltd,PPL,Building Products - Pipes,399.1973283,163.65,11.15076336,22.10558814,17.03747769,7.484842149,,12.68868911,20.90417806,,0.814366256,0.297556901
Kiran Vyapar Ltd,KIRANVYPAR,Diversiﬁed Financials,396.9852701,144.05,4.077498665,8.485381977,8.053136141,60.53973386,39.5914437,73.14388758,31.11637316,6.538398455,2.444382128,0.176045367
Banswara Syntex Ltd,BANSWRAS,Textiles,396.7498536,231.55,27.34320149,4.15628312,1.807930723,1.798217893,10.99652942,11.90715197,95.74937239,9.722749546,63.58112838,38.50762985
Ginni Filaments Ltd,GINNIFILA,Textiles,395.703462,47.05,9.581197627,19.47286529,7.01224171,5.271757167,9.873979437,14.72773225,110.103171,6.838697677,97.02924663,11.2670745
Ksolves India Ltd,KSOLVES,IT Services & Consulting,395.1012,340.05,44.1947651,125.5617978,92.54658385,31.37943138,13.8795379,43.59424359,78.27106791,,0.598802395,0
GVK Power & Infrastructure Ltd,GVKPIL,Airports,394.8,2.3,-0.516571368757115,,-3.78207036273027,-229.862552257211,-57.2096331571181,-162.672561580799,-18.2264116091941,-17.3120597053845,,
ZF Steering Gear (India) Ltd,ZFSTEERING,Auto Parts,394.68855,432.9,44.59757627,2.380023935,1.962393011,3.884304775,16.89661287,19.59269663,-4.12254924114089,-18.0327537642235,8.610344095,0.358432455
Lyka Labs Ltd,LYKALABS,Pharmaceuticals,393.48335,136.05,-34.0678225108225,,-5.92004100461302,-13.1533993850359,-1.90187509146548,22.90171962,433.5982177,18.69414913,,
Amal Ltd,AMAL,Commodity Chemicals,392.692625,401.6,44.6749289,27.16736208,21.2344486,27.76373973,41.82138739,39.45041061,4.810475724,29.93101454,4.14118955,0
Dhunseri Investments Ltd,DHUNINV,Asset Management,392.0485454,647.15,2.783842543,7.441833429,6.527341324,34.50193542,21.70852625,81.12352394,130.5285346,29.87302696,3.159947922,0.994816083
Supershakti Metaliks Ltd,SUPERSHAKT,Iron & Steel,391.859452,340,29.6190062,11.09480481,8.185108423,3.483045493,5.635617057,6.429022746,7.537611602,,15.59289639,2.317432508
Venus Remedies Ltd,VENUSREM,Pharmaceuticals,391.4261494,309.15,6.337858637,17.06902508,10.29642226,10.28716104,11.8810445,16.13198747,-1.91592654996144,25.08711771,12.82102528,11.69931048
Cressanda Solutions Ltd,CRESSAN,0,391.00782,13.47,,0,0,0,,0,2632.88084,35.03590774,0,0
Rohit Ferro-Tech Ltd,ROHITFERRO,Metals - Diversiﬁed,390.2521019,32.6,-5.62566097578204,,-5.96036447839292,-10.9014049093252,-40.6883075258619,-6.99783134802149,1513.901248,40.75800981,,
Megasoft Ltd,MEGASOFT,IT Services & Consulting,388.3992659,50.25,211.0865575,1.304871995,0.567393382,2.77693933,16.63169086,16.54089949,401.9424851,19.06479108,21.4754677,0
Pudumjee Paper Products Ltd,PDMJEPAPER,Paper Products,387.396,41.75,12.9002997,10.17173052,5.646435018,6.750134868,9.377628623,11.58065096,53.61669512,13.72197437,15.80676329,5.803542673
Commercial Engineers & Body Builders Co Ltd,CEBBCO,Heavy Machinery,386.1178505,42.15,31.41723763,11.13224638,5.353253768,3.37137214,11.03726169,7.669940199,145.7024902,26.6209484,42.77777778,17.67521368
Sadbhav Infrastructure Projects Ltd,SADBHIN,Roads,385.6866115,10.65,-1.38581657691064,-85.2456505758393,-2.92339673259391,-16.8417549167927,51.66880515,45.60847201,-66.098752034726,-35.6342973244712,3371.181001,2693.656397
Godha Cabcon & Insulation Ltd,GODHA,Cables,383.6432,164.15,-1036.87351351351,-1.50743532287636,-1.03743165568485,-1.1205330102968,,0.787401575,579.4520954,,30.2134647,5.500821018
Shemaroo Entertainment Ltd,SHEMAROO,Movies & TV Serials,382.5900139,137.5,-17.8031649104234,-3.69028402651373,-2.41724126294951,-6.88473121035434,21.30619534,4.353815596,78.93670896,-18.371639404053,47.12579353,3.067452475
Praxis Home Retail Ltd,PRAXIS,Home Furnishing,381.8121278,50.6,-3.69865473060157,,-19.9802578097782,-27.2604837857822,-58.0130649699439,-3.22699904932925,83.50677065,,,
Marine Electricals (India) Ltd,MARINE,Electrical Components & Equipments,380.262275,30.9,29.47769574,7.911683533,3.367882411,4.980310401,9.969807555,13.49702726,-69.9793490496514,-53.8309278711327,34.3,5.847058824
Surat Textile Mills Ltd,SURATEX,Textiles,379.7301924,17.95,26.24258413,11.01050068,10.40894867,10.64988592,8.625742804,13.21115772,385.297896,34.09507341,0,0
Radhika Jeweltech Ltd,RADHIKAJWE,Retail - Speciality,378.544,157,14.83322884,16.92588294,13.97246024,17.67190638,12.84347072,23.46790388,865.151248,57.59608522,14.85965878,14.85965878
